product,title,rating,text_review
Where the Crawdads Sing,Where the Crawdads Sing is a deep and moving novel that I have no doubt I will forever remember.,5.0,"It is a mind-blowingly poignant debut and easily one of the best books I have read so far in 2020. This is exactly the kind of novel that will the first in my mind when I think of recommendations.The story begins with a six-year old girl living in a shack by the marshes and swamps, near the coast of North Carolina. Though she faces many disheartening and painful traumas from a young age, Kya matures into a beautiful and intelligent young woman. She learns to become industrious, relying on her talents and knowledge of the marshland to survive. However, after years of fending for herself, Kya has a natural guard up, save for a small number of trustworthy allies… and the gulls. The town of Barkley Cove labels her the ‘Marsh Girl’, and all eyes point to Kya when ‘golden boy’ Chase is found dead among the everglades.I love Kya’s independence. She’s a character that’s incredibly easy to connect to, even as a reader I found myself feeling protective over this young girl. While she is sensitive and timid, she has a fierceness that’s admirable. And her courage, agility and intuition add to her brilliance as a protagonist. I also deeply appreciate the way the author interweaved poetry with Kya’s thoughts and emotions. Furthermore, the significance of poetry to the principal figure plays out magnificently. When reading, Kya feels so real it’s almost natural to smile or frown when she does.Secondary characters, like Tate, Jumpin’, Mabel and Jodie infused life into the tale of Kya. They’re an additional layer to this charming coming of age story. The characters’ reflections and musings have an emotive depth that makes each of them feel earnestly human. But above all, Kya is the extraordinary personality, and one I’d happily revisit.Owens’ rich and eloquent reflection on humanity paints a vivid picture from the first page. The author’s passion and understanding of nature is evident in her splendidly descriptive poetic prose. As a zoologist, the author’s fascination with ethology becomes addictive. In Where the Crawdads Sing, Kya develops a love of collecting shells and feathers as she grows up. Correspondingly, Owens turns from an author to an artist as she creates a world that’s easy to dive into and fun to explore.Her writing floats between a thick intensity and an empathetic calmness that makes it near-impossible to forget. I found the atmosphere of 1960s North Carolina effortless to imagine. Owens’ expertise and familiarity of the natural world also gave me a refreshing outlook on life and value. While the plot of Where the Crawdads Sing is very impassioned and rousing, it’s the author’s elegantly revealing voice that will remain sharp in my mind.Where the Crawdads Sing is in two sections, Part I – The Marsh, and Part II – The Swamp. The chapters alternate between 1952 and the murder trial in 1970. With each chapter, the years grow closer, while the tension and uncertainty deepen. As a reader, my heart was pounding during the final chapters the same way I imagine Kya’s was. It’s truly a gripping and exhilarating read.And although the narrative is written in the third person, the tone never feels shallow. Where the Crawdads Sing has the qualities of a run-of-the-mill murder mystery. But what makes it stand out is the emotive power and alluring rhythm. The story slowly draws you in, the emotion keeps you hooked, and the characters create the connection. It’s the recipe for a perfect plot, and exceeds all my expectations.Originally, this isn’t a book I originally planned on reviewing. Where the Crawdads Sing has suffered the curse of being stuck on the TBR list for way too long. But when I think of this novel now, I only wonder why I didn’t read it sooner. It’s a moving and inspiring story about survival against the odds. Themes of family, love, prejudice, poverty and loneliness are insightfully explored in this truly gripping story. There is diversity in the characters, the style and the emotion. It’s not only a novel that will have you sobbing by the last page, but also stuck in awe and wonder at the natural beauty of Delia Owens’ words and descriptions.“Go as far as you can – way out yonder where the crawdads sing.”Anika | chaptersofmay.com"
Where the Crawdads Sing,A novel of two parts ...,2.0,"As a former North Carolina resident, I was looking forward to reading this novel.  At the start it did not disappoint.  Early on, I cared so much about Kya's fate that I had to take a peek at the book's end to see if she survived!  However, about  two-thirds of the way through I began to notice a change.  From chapter 30  Kya began quoting the mediocre poetry of ""Amanda Hamilton"", whom she had never mentioned before.  These passages added nothing to the book and were so irritating that I gave up reading them.  There were also longer passages of dialogue, whose language seemed to me unnatural and stilted.  Would a reunited backwoods brother and sister really talk to one another like two professors discussing an academic paper?  The whole ""what happened to Ma"" scenario was unnecessary and added little to the story,  Kia seemed change overnight from a simple and sensuous nature lover to a respected and erudite academic authority.  Sometimes a book is written in stages and it seemed to me that the marked change in tone could be due to that.  Or was there a new editor at this stage?  However, on the whole,  the nearer I got to the end, the more improbable the plot became and the less I cared about Kia's endless flitting about the marsh, or Big Red, or the Courtroom cat, or Tate's blond curls, or ""who killed the Hockey Jock"".  Plot holes galore, especially in the unmentioned matter of how many bus tickets would be purchased for TWO return journeys and how Kia become a Master of Disguise .. What began as a five-star read had, sadly, become a two-star by the final page."
Where the Crawdads Sing,Unrealistic,1.0,"Presents the natural scenery very nicely but when it comes to the characters, it resolves the human part of them in a very simplistic way, sometimes in 1 line, so after describing the swamp in detail, you are left with, whats going on? The whole situation of the main character is unrealistic, from her living conditions, to not going to school and then to becoming an author.... oh well."
Where the Crawdads Sing,Mesmerising coming of age story of a lonely young girl living on the marshy North Carolina coast.,4.0,"Delia Owen’s first fictional novel tells the immersive story of the so called “Marsh Girl”, Catherine Danielle Clark, known as Kya and is an extraordinary story of a young woman’s survival and self-reliance in the marshy coastland of Barkley Cove, North Carolina.  Delivering Kya’s heroic journey alone would be enough to fill any book but Owens excels in her descriptions of the vivid setting which I found enlightening and also explores the profound loneliness that sees Kya reach out for a connection and eventually sees her implicated in a murder trial.Spanning 1952 to 1970, Kya’s story begins as a six-year-old, the youngest of five children living in a shack in the remote marshland of a backwater town.  Accustomed and in tune with the natural world around her she draws comfort from singing to the gulls and exploring the wilderness when her mother abandons her at the age of six, swiftly followed by all four of her siblings.  Left in the company of her truculent drinker of a father she is shown no love and quickly leans to fend for herself and so when he predictably disappears at the age of ten, Kya is left alone and forced to become self-sufficient in order to survive.Derided as swamp trash and traumatised by the experience of a single day at the local school she finds acceptance in the natural world around her and remains alone until she is befriended by sensitive and sincere local teenager, Tate Walker, four years her senior and as drawn to the magic of the marshlands as Kya.  Taught to read and trust by Tate, Kya’s only other support comes from black husband and wife, Jumpin’ and Mabel, who can empathise with the prejudice she is faced with and to whom her loneliness ie evident.  Abandoned by Tate after he leave for college, Kya retreats further into the world where she is happiest and learns valuable lessons about life in the rhythms, patterns and animal life in her marshy homeland from mating to nurturing their offspring.  Tentatively daring to trust again despite bearing the scars of Tate’s betrayal, the interest of the handsome but manipulative character of Chase Andrews sees him begin visiting Kya on her own territory and making hollow promises, only for her to eventually learn of his engagement in the local newspaper.The novel opens with the discovery of the body of local golden boy and star quarterback, Chase Andrews, in the marsh in 1969 and Kya’s story is intercut by the investigation of Sheriff Ed Jackson spurred on by Chase’s mother who is quick to send them in the ‘marsh girls’ direction, aided by local rumours and abetted by a string of prejudiced witnesses pointed in the intended direction.Although the likelihood of a ten-year-old being left alone, escaping local authorities and learning to cope without interference is easier to accept in 1960s remote small town America, Kya’s rapid development from basic reading and arithmetic into self-taught acclaimed naturalist, published author and leading light on the landscape around her really does take some believing.  It would be easy to quibble about the implausibilities of the story and to lament the black and white characterisation which makes it pretty clear from the off who the goodies and baddies in Kya’s story are but there is something wholly enchanting about Owens story.  Despite reservations, and the predictability of the ending with Kya’s romantic reunion inevitable and obvious, the suspense around the murder trial and Kya’s innocence endures until the very last and in the most fitting of tributes, the natural world around her closes ranks to protect her secrets.Tender and emotive I enjoyed the novel for what is was, namely a poignant story of one extraordinary young woman’s journey against a multitude of obstacles and bigoted options in her way.  The descriptions of nature are illuminating, the setting inspires a mesmerising atmosphere and Kya’s story is a magical one which will stay with me."
Where the Crawdads Sing,Disappointing,3.0,"After reading so many positive reviews I had such high hopes for this book but was sadly disappointed. Parts of it are beautifully written and I really enjoyed the descriptions of the marshes, estuaries and animals. This is where Delia Owens knowledge really comes into play. Sadly however, the plot itself I found weak, far fetched and at times ridiculous! A child raises herself alone, from the age of 6 but never gets sick, needs to see a dentist and manages to stay healthy despite eating grits everyday! Not for me"
Where the Crawdads Sing,A fabulous enigmatic experience.,5.0,"I have just finished reading, 'Where the Crawdads Sing' by Delia Owens. A first novel by an American scientist who spent much time in Africa and who has produced several best selling non-fiction books.It tells the tale of a seven year old girl who lives with her family in a tumble down property, situated in marshland. Father is a drunk and is violent towards his wife and children until one by one they all leave. Kya is alone and has to survive. Her story is magical, scarey, gentle, violent and presses all emotional buttons for loads of different reasons. She becomes at one with the birds and learns how to dodge school authorities. She explores the creeks on her small boat and finds a friend in Tate, a young man from the small town. He teaches her to read and write and agently and slowly a love affair emerges. However he leaves for university and Chase begins to call. Not quite so kind.This sounds so ordinary when I read it through, but in fact it is the most wonderful manuscript. Incredibly well written! Unputdownable, for sure! Magnetic with the sea, sky and call of the birds. The author portrays the magical atmosphere of the times so beautifully, even through a murder trial. This is one novel I shall be sure to read over again. Superb.🌟🌟🌟🌟🌟."
Where the Crawdads Sing,This book is so badly written it made my teeth hurt,1.0,"If a cliche had sex with a box of fondant fancies - this would be the prodgeny.  Possibly the worst book I have ever read. More adjectives than you can throw a pelican at - alliterative adjectives to boot.  How this has become a best seller is beyond me. Appalling, illiterate, non sensical, unrealistic, ill conceived, drivel."
Where the Crawdads Sing,This dense limey needs a glossary!,3.0,"This book was all over the reviews along with the dreaded words “really popular with book clubs”.  I tackled it without having a clue what a crawdad was, and I really struggled as a non-American with a lot of the words, dialect and above all the names of the stupendously ghastly sounding poor white southern food. Disclaimer; in the interests of fairness and research I once ate grits.  The best comparison I can make is that it was rather like eating lumpy wallpaper paste.  I do find that some books set in the rural US would benefit foreign readers if they did have a glossary! But that is my problem.  I was also completely mystified by the ubiquitous biscuits that appeared (along with grits) at most meals.  I had to Google in order to work out why one would eat biscuits (as Europeans understand them) with everything!It appears to be very much a marmite book, with some US reviewers pointing out all sorts of things that are simply lost on non-Americans.  They really lay into it about the accents, names, education system, conduct of justice and things that I’m simply not qualified to comment on.  I noted that the author was a wildlife writer, and that did shine through.  What hit me immediately however was how similar it felt to Barbara Kingsolver’s Prodigal Summer. This was a lockdown recommend from a friend who loved it and had spent quite a lot of time living in North America.  While I think it was a better novel, more structured, with more layers and a more believable and intricate plot, it didn’t really float my boat, although I did enjoy it (and had less problems with understanding it!)  But I kept ticking the comparisons.I appreciate that with all the many thousands of reviews out there, writing this is a spurious exercise.  However, I actually enjoyed it quite a lot on a superficial level.  As a novel/whodunnit it might not have been of the first order, and there were gaping plot holes and improbabilities.  As another reviewer has said, being eaten by alligators was clearly too good for the father.  I felt that a point was being made that previously well connected and bourgeois folk could end up at the bottom of the heap, reviled and ignored.  I have no idea how the US social system works (although it did imply that there was one) and whether or not it was wildly unrealistic to have a sort of jungle child who, with the aid of a decent boy, was able to self-educate to professorial levels.  I suspect highly unlikely.  Like the heroine in Prodigal Summer, Kya had supernatural abilities when it came to identifying random bird feathers and was of course an expert tracker, and naturalist, as well as being wildly beautiful with amazing hair (check again Prodigal Summer!)I liked the fact that the Sheriff and his side kick were thorough, meticulous and as it turned out, right! They could have been portrayed as ignorant swamp town hicks.  All right, they failed to make a watertight case, but the magically appearing pro bono ace lawyer was the one who really did for them.It wasn’t a terribly good book, but that didn’t stop me guiltily enjoying it and not being that surprised at the reveal.  I kind of guessed a crawdad might have some connection to crayfish, so that’s a new piece of natural knowledge I’ve gained at any rate. I’d briefly travelled down the Outer Banks, and been to a couple of American swamp areas, so I enjoyed the nature descriptions and was surprised at being told the age of most of the buildings in the settlements. Then I remembered Roanoke and the earliest settlers.  Not really a 4 star book, but I enjoyed it more than 3, so 3 and a half if I could.  Lots of people will enjoy it."
Where the Crawdads Sing,"Good read, but does not bear too much plot analysis",3.0,"There are so many things to like about this book - interesting setting, well-written characters, absorbing plot, lyrical writing.  Such a pity, then, that it is spoilt by a weak denouement to the murder mystery, with a storyline that has so many holes it could be crocheted. Some of them are so easily remedied that the Editor ought to be taken and shot (ok - extreme, just a turn of phrase.) Also,  Amanda Hamilton's 'poetry' should have been left out. The character Amanda Hamilton adds nothing to the plot, her poetry is woeful and when it is quoted it feels as shoe-horned-in as an Abba song in Mama Mia (the movie).  Again, the Editor should have dealt with this (kindly). These few tweaks could have made the difference between Where the Crawdads Sing becoming a modern classic in the style of To Kill a Mockingbird (yup, that good) and simply being a mass-market pot-boiler, which is what it is, sadly."
Where the Crawdads Sing,It’s trite,1.0,"I hated this book pretty much from the beginning....it’s a ridiculous premise and in no way reads as either possible or probable...Everything about it was annoying, important issues skated over or dealt with in a couple of paragraphs then never mentioned again and the characters were completely cliche.The only people I would recommend this to are hormonal teenagers...perhaps not even them.."
Where the Crawdads Sing,Incredibly overhyped,1.0,Novel is easy to read but so unrealistic that I could not suspend disbelief. Odd portrayals of responses to trauma and lots of tired literary tropes used.
Where the Crawdads Sing,Dreadful,1.0,"After all the rave reviews I was so looking forward to this book. The gushing praise for the writer's lyrical descriptions of nature had me hoping for something akin to Thomas Hardy. What I actually got was Virginia Andrews on a bad day. Clunky, unrealistic dialogue, thinly drawn, 1D characters and cliche upon cliche that made me almost cringe myself inside out. Huge disappointment."
Where the Crawdads Sing,Interesting read,3.0,"I very much enjoyed the wonderful descriptions of the landscapes and coastal scenery of North Carolina.  There were detailed descriptions of the flora and fauna, and Delia Owens is obviously passionate about this and very knowledgeable.  I was not so keen on the story, although I felt it was just about feasible, but really it was a vehicle for  an in depth look at the ecology of the area.  I warmed to Kya, but felt it was very unlikely that without any formal education she would have become, not only an expert re her homeland, but also a famous author and something of a classics scholar too.  Just stretching the bounds of credibility a bit far.  Also I was shocked by the twist at the end, though I should have expected it - others in the book group thought it was quite predictable."
Where the Crawdads Sing,A beautiful and moving book,5.0,"The Introduction, set in 1969, has a poetic description of the marshes and swamps near the coast of North Carolina – a foretaste of many other poetic descriptions of nature in the novel. It also ends with the discovery of the corpse of one Chase Andrews in a swamp, and that is a foretaste of a murder mystery.The chapters alternate between the times following the discovery of the body and times after 1952, in which the first chapter is set.The central figure of the novel is Kya (Catherine) Clark, at this point aged six, the youngest of five children.  Kya’s father is a violent drunk, and her much-loved mother, who was educated and a painter, could no longer stand his attacks.  She left, abandoning her children.  Kya’s four elder siblings also cannot stand their father, and, before long, they leave also, (including Jodie, her favourite brother), leaving Kya alone with her father; and he was almost always out, playing poker and drinking whisky and, in 1956, when Kya was ten, he disappeared altogether.  The truant officers had taken to school, but she hated being with so many people and attended only one day, and later hid from the truant officers until they gave up.Her loneliness is in part self-inflicted:  she is frightened of most other people (except for the friendly black couple who ran a local store), and tends to hide herself from them.  She is illiterate, but she loves, and is knowledgeable about, all the fauna and flora around her, and she had a fine collection of feathers, shells and other such objects, and had done wonderful drawings and paintings of them.She made a little money for her barest necessities by collecting and selling sacksful of mussels.Back in 1953 she had come across Tate Walker, then aged eleven, who shared her enthusiasm for the fauna and flora of the marshes.  Seven years later, he gently courted the timid girl, and she responded. He tactfully taught her to read, and even to appreciate poetry, and the book has her reciting many poems by heart.  She read voraciously, especially scientific books about nature. When, at the age of fifteen,  she has her first period cramps, it is Tate who has to explain to  her what they are.  There is a tender awakening of physical love between them. Out of respect for her youth, Tate did not go the whole way, though both of them longed for it.  And then he had to go away to college to study biology.  He promised to be back at Thanksgiving – but he never turned up.  Now her loneliness was the worst of heart aches.Four years passed; she is now nineteen. She was then spotted by Chase Andrews, the handsome village Lothario. He, too, courted her, and eventually she responded to his advances. They now met frequently. After a year, he talked of marrying her, and then she surrendered her virginity to him. And then she saw in a local newspaper the announcement of his engagement to another woman. This did not stop him, when next they ran across each other, from trying to rape her, and she only escaped after a violent struggle.Tate had reappeared to warn her about Chase, and things now seem to improve for her. Tate persuaded her to let him send some of her nature pictures to a publisher, who was enthusiastic; and for  the first time she had a fair amount of money and was able to modernize her shack.She showed her gratitude to Tate, of course; but the hurt he had caused her meant that she could still not trust him;  and often she hid when she saw him rowing in the marsh.All seems to be going well – but all this while we have had chapters about how the sheriff and his deputy have been looking for clues who might have killed Chase.  Though Kya seems to have an alibi for the night Chase died, the clues seem to point towards Kya, and in 1969 she was charged with his murder.  We are about two-thirds through the book.I must not reveal what happened from then onwards, except to say that at the very end, after Kya has died in 2010 at the age of 64, we learn two astonishing things about her.Some of the few negative reviews of this book have said that in many ways it is hard to believe in it – and I agree. But if you can suspend your occasional disbelief, this is a quite wonderful, beautiful and moving book."
Where the Crawdads Sing,"Beautifully Descriptive Writing, Coupled with Unique & Memorable Characters!",5.0,"Wow. This book has some of the most beautiful writing I’ve read in a while. The descriptions are so rich, and they actually move the story along. I was easily pulled inside the story, into the marsh. The mystery of Chase Andrews was kind of secondary to everything else.The themes of loneliness, abandonment, isolation run through the whole book, and there are times when Kya just breaks your heart. She is so fragile, so vulnerable; but she is also incredibly strong and brave. I love her. She’s a great protagonist. Jumpin’ is fab, also. He really looks out for Kya. And, Tate. Ahh, lovely Tate. As well as being a story about loneliness, it’s also a love story that is wonderful to watch as it unfolds.I absolutely loved this book. It is full of unique and memorable characters. The writing is first class. The descriptions, out of this world. A fantastic book, through and through!"
Where the Crawdads Sing,Wish I had never bothered to invest my time and emotions.,1.0,"Fell for the hype, and was initially surprised by how much I actually loved this book.  However, I have never been so disappointed by the ending of a novel.  For me it made everything that had gone before seem like a total con-trick, and it all turned to ashes - what a waste of time, seriously don't bother."
Where the Crawdads Sing,"Disappointed, given it's popularity",2.0,"I’m afraid that “Where the Crawdads Sing”, did very little for me. I wondered at first if it was the place I was at in myself but I don’t think so. I found a lot of the descriptive passages, which at first and on the surface seemed beautiful, become more contrived as the novel went on. That soon started to irritate me. The young girl Kya and her life from 7 to 12 just stretched credibility too far for me.  In addition I never found her to be the most sympathetic of characters. The murder mystery aspect was fine but all in all the book disappointed me."
Where the Crawdads Sing,The worst “Great Book” I have ever read,1.0,"It’s a lesson I still haven’t. A book with Great Hype does not make a Great Book. Crawdads is the perfect example. 17,000+ reviews on Amazon.com. A rating of 4.8. It has to be an excellent book. Surely. No. This is a poor book, flimsily constructed with weak characters and an implausible plot.Although targeted at adults, it’s basically a Young Adult Coming-of-Age Romance with only three characters. Kya, a girl who at six years old is abandoned by her mother and then a few years later by her father too and therefore has to fend for herself in the swamps of North Carolina. Tate (perfect body, dark eyes, golden hair), is a young boy from the local town who falls in love with her and teaches her to read. And Chase (perfect body, dark eyes, but DARK hair), is a young boy from the local town who falls in love with her and whose body is later discovered at the bottom of a fire tower amid suspicious circumstances. So who killed Chase? In a book with only three characters, and one of them is dead, that doesn’t leave a lot of room for surprises.The book is also totally unbelievable. Tate teaches Kya English when she’s 14 years old. A few years later, Kya walks into the town library and asks for the Principles of Organic Chemistry by Geissman, Invertebrate Zoology of the Coastal Marsh by Jones, and Fundamentals of Ecology by Odum! She then writes – and has accepted for publication – a scientific paper! This is not only implausible but a huge insult to researchers who have had to study hard for years to achieve the same goal.Moreover, she lives by herself in the swamp but never gets ill, never suffers from malnutrition, her boat never breaks down. The dialogue is trite and simplistic. Finally, the minor characters are so weakly drawn as to be invisible. So we have cops who, surprise surprise, like eating donuts, and a cliché-spewing “wise” African-American woman.I could go on, but I’ve wasted enough time reading this thing. Thankfully I gave up after 51%."
Where the Crawdads Sing,Well worth reading.,5.0,"I’ve been putting off reading this book as although it’s been raved about it just didn’t seem the kind of book I’d like. I was so wrong, in part it’s a book about a murder but really it’s about society, relationships, nature, our environment, social interactions and so much more. It’s well written, beautifully written and one of those novels that each person will get something different out of, depending on the person reading it and what they personally bring to the experience. Getting a bit deep now but this book was such a pleasure and torture to read that it’s an experience not just a book and one that keeps popping up in your mind long after you’ve finished it, or should I say devour it as once started it’s hard to not keep reading even if you really should get to sleep as you have work in the morning."
Where the Crawdads Sing,Utter nonsense,1.0,"Silly plot, unbelievable characters. Tedious."
Where the Crawdads Sing,Cliche ridden ridiculous story,2.0,"I read this for a book club, otherwise I would definitely not have finished the book. It was not the quality of writing that I normally read.The story was really unbelieveable. A young girl left to fend for herself in the wilds. Suspending disbelief, the description of her wonderful eyes, gorgeous, long black hair, slender waist was so cliche'ed, and along with the kindly old black man, his fat lovely wife, the tall handsome suitors....really! Had this young girl really been living on the kinds of scavenged foods described, she would have had poor skin and bad teeth! The passage where the young lad was able to inform her about periods was ridiculous! And why didn't she get pregnant?In my view, the only redeeming part was the end when it was revealed that........but I won't spoil it for anyone who might want to read it!"
Where the Crawdads Sing,Bodice-ripper whodunit that doesn't quite match the hype.,4.0,"This period piece murder mystery, albeit being an undeniable page-turner, was a frustrating one to read. I was well aware of the hype, and had friends who rated it highly. For the first 60 or more pages, i was spellbound. I was starting to think it was for real - maybe we had the next Harper Lee on our hands. The story has hallmarks of her style, small town, rather prejudiced southern United States mixed race community, with analogous characters, the heroine child,  handful of good men and women, both black and white, and many of lower character. The courtroom drama.Sadly, after its promising start, it falls into a series of cliched traps which bodice rippers and whodunits often suffer from, the ""thrusting manhood"" scenes, the manufactured tension, the stereotypes - the plot holes are sometimes glaring. I wont give these away but they are there in abundance. And the lack of credibility. A totally illiterate and innumerate girl auto didacts to PhD level, seemingly within a year or two, assisted by a lad who visits her shack occasionally.The police process described seems patently ridiculous. The denouement is literally on just about the last page , and is manifestly implausible, leaving about 15 major questions unanswered.It's a real shame. This book was actually an enjoyable read, and had the potential to be far greater than it is. It promised so much at first. I believe Owens does have a great deal  of prose talent (although perhaps less poetic talent - the pages are littered with poetaster verse of dubious standard ), but it sometimes descended into routine bodice-ripper and whodunit territory and could sometimes be downright clumsy.Have a go - see whether you agree with me!"
Where the Crawdads Sing,Destination Hallmark,1.0,"I have no doubt whatsoever that this novel will one day inspire a Hallmark film. A beautiful actress will play the feral wild child and start a trend for naming baby girls ‘Kya’. This is ‘chick lit’, trying hard to be more. I have no explanation for the overwhelmingly positive reviews on Amazon. Congratulations to Delia Owens who is laughing all the way to the bank!"
